inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,consumed,226536.6,2018
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,consumed,6254262.74,2018
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,consumed,72940.27,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,consumed,4986.15,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,consumed,255.27,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e,1391274.0,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e,722988.79,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e,48123.0,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e,96.57,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e,4883633.61,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e,10519571.32,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e,315407.28,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e,788387.24,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e,129038.12,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e,5905.17,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e,24.31,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e,7629513.05,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e,6068207.49,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e,559168.28,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e,181756.02,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e,27801.72,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e,455.99,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e,4.32,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e,2808198.56,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e,1587836.99,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e,167750.48,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2018
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e,512755.65,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e,9089757.15,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e,132421.9,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e,0.0,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e,10813.48,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e,0.0,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e,428311.37,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e,333234.93,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e,2076.65,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e,412.64,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e,61134.92,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e,1278874.05,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e,3940.4,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e,440.37,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e,0.0,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e,67302.55,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e,283.11,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e,1248.41,2018
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e,1116379.18,2018
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e,0.0,2018
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e,0.0,2018
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e,19283.96,2018
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e,57651.02,2018
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2018
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e,467429.71,2018
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e,71255.61,2018
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2018
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2018
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e,675197.25,2018
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e,15121.24,2018
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e,103476.04,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e,0.0,2018
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e,1901.07,2018
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e,1902001.63,2018
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e,14113.94,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e,139113.46,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e,69689.67,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,18742650.26,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,9694773.08,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,644782.37,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,source_mmbtu,1881294.47,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,source_mmbtu,138185559.51,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,source_mmbtu,207955198.42,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,source_mmbtu,9435334.52,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,138185559.51,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,source_mmbtu,9435334.52,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,207955198.42,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,207955198.42,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,10620816.88,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,1730310.72,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,79121.24,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,source_mmbtu,473574.86,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,source_mmbtu,215881987.68,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,source_mmbtu,119958813.33,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,source_mmbtu,16727387.29,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,215881987.68,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,source_mmbtu,16727387.29,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,119958813.33,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,119958813.33,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,2448539.57,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,372801.65,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,6109.59,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,source_mmbtu,84069.65,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,source_mmbtu,79459787.66,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,source_mmbtu,31389012.55,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,source_mmbtu,5018216.19,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,79459787.66,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,source_mmbtu,5018216.19,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,31389012.55,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,31389012.55,2018
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,source_mmbtu,0.0,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,source_mmbtu,1033915.09,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,source_mmbtu,31108.78,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,376003.09,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,source_mmbtu,440094.49,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,source_mmbtu,13603.86,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,source_mmbtu,12399.59,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,7420.63,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,source_mmbtu,3021894.25,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,source_mmbtu,13232.95,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,source_mmbtu,953061.27,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,source_mmbtu,3855.14,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,source_mmbtu,18553.68,2018
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2018
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,source_mmbtu,0.0,2018
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,source_mmbtu,0.0,2018
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2018
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,source_mmbtu,0.0,2018
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,13603.86,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,13603.86,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,3855.14,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,3855.14,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,31108.78,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,12399.59,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,13232.95,2018
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2018
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2018
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,source_mmbtu,6507472.23,2018
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,source_mmbtu,1317678.48,2018
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,source_mmbtu,1317678.48,2018
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,source_mmbtu,1317678.48,2018
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,source_mmbtu,19105141.21,2018
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,source_mmbtu,203692.07,2018
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,19105141.21,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,source_mmbtu,1370263.79,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,source_mmbtu,0.0,2018
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,source_mmbtu,27456.24,2018
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,source_mmbtu,0.0,2018
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,source_mmbtu,0.0,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,source_mmbtu,0.0,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,source_mmbtu,0.0,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,1420660.08,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,724530.64,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,48225.08,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,205.16,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e_20_yr_gwp,4889074.98,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,10530168.68,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e_20_yr_gwp,315749.64,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,3474193.93,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,231680.1,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,8348076.69,2018
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,1189286.58,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,805039.33,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,129313.3,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,5917.7,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,51.64,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e_20_yr_gwp,7638013.9,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,6074320.57,2018
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e_20_yr_gwp,559775.22,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,5427599.62,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,410732.94,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,4815582.3,2018
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,686039.15,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,185595.01,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,27861.02,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,456.95,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,9.17,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e_20_yr_gwp,2811327.47,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,1589436.57,2018
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e_20_yr_gwp,167932.57,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,1997739.22,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,123219.88,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,1260068.93,2018
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,179512.37,2018
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e_20_yr_gwp,1492321.12,2018
